赢时胜软件深圳市赢时胜信息技术股份有限公司<!sp>白盒测试<!sp>10k-15k<!sp>长沙<!sp>经验3-5年<!sp>'后端开发'<!sp>1天前<!sp>拉勾网<!sp>'优秀团队,带薪年假'<!sp>'文案能力'<!sp>长沙市 - 芙蓉区 - 十六铺 - 长沙
个推<!sp>测试开发<!sp>12k-18k<!sp>杭州<!sp>经验3-5年<!sp>'大数据,web,系统,系统分析,Java'<!sp>1天前<!sp>拉勾网<!sp>'技术大牛团队,16-18薪'<!sp>'设计能力,钻研能力,逻辑思维能力,沟通表达能力,团队协作能力'<!sp>杭州市 - 西湖区 - 翠苑 - 西斗门路9号福地创业园二期
Club Factory研发部<!sp>测试开发工程师<!sp>10k-20k<!sp>杭州<!sp>经验3-5年<!sp>'自动化测试,测试,测试开发'<!sp>1天前<!sp>拉勾网<!sp>'测试开发,自动化测试'<!sp>'设计能力,执行能力,团队协作能力,领导能力,逻辑思维能力,自我管理能力'<!sp>杭州 - 西湖区 - 古荡 - 文三路478号华星时代广场A座
INK 银客集团融时代事业部-产品研发中心<!sp>测试工程师<!sp>8k-16k<!sp>济南<!sp>经验1-3年<!sp>'金融,QA,系统分析,测试'<!sp>2天前<!sp>拉勾网<!sp>'七险一金,弹性工作,绩效奖金,晋升空间'<!sp>'逻辑思维能力,设计能力,主动性,思想品质,自我管理能力,沟通表达能力,学习能力'<!sp>济南 - 高新区 - 东方花园 - 银荷大厦B座7楼
汇金智融研发中心<!sp>测试工程师<!sp>8k-16k<!sp>杭州<!sp>经验1-3年<!sp>'linux,oracle,测试,Unix'<!sp>2天前<!sp>拉勾网<!sp>'银行,金融,上市公司,股权激励'<!sp>'良好的职业背景,专业素质良好'<!sp>杭州 - 滨江区 - 江南 - 信诚路高新产业大楼
远传技术测试部<!sp>测试实习生<!sp>2k-4k<!sp>杭州<!sp>经验应届毕业生<!sp>'oracle,SQL,实习,测试'<!sp>1天前<!sp>拉勾网<!sp>'双休,餐补,体检,旅游,专业导师+培训'<!sp>'逻辑思维能力,主动性,沟通表达能力,学习能力,专业素质良好,上进心,吃苦耐劳'<!sp>杭州市市市 - 滨江区 - 江南 - 世茂中心23层
链家上海研发中心<!sp>测试工程师<!sp>8k-15k<!sp>上海<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'万亿级O2O平台,一年两次调薪,半年度奖金'<!sp>'专业素质良好,逻辑思维能力,主动性,责任心'<!sp>上海 - 静安区 - 吴江路 - 南京西路699号东方有线大厦30楼
Rokid产品技术中心<!sp>测试工程师<!sp>10k-15k<!sp>杭州<!sp>经验3-5年<!sp>'高级,中级,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'期权,人工智能'<!sp>'服务意识,逻辑思维能力,专业素质良好'<!sp>杭州 - 西湖区 - 西溪 - 西溪创立方B座4楼
车纷享QA和运维中心<!sp>测试工程师<!sp>8k-16k<!sp>杭州<!sp>经验1-3年<!sp>'硬件制造,高级,中级,测试,功能测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'平台广阔,成长空间大,福利待遇佳'<!sp>'设计能力,执行能力,文案能力,逻辑思维能力,专业素质良好,沟通表达能力,学习能力'<!sp>杭州 - 拱墅区 - 石祥路688号汽车互联网产业园503
顶点软件福建顶软件股份有限公司<!sp>软件测试工程师<!sp>5k-8k<!sp>福州<!sp>经验1-3年<!sp>'测试,功能测试,安全测试'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,年底双薪,过节费,员工旅游'<!sp>'设计能力,主动性,思想品质'<!sp>福州市 - 鼓楼区 - 铜盘 - 软件园A区13#顶点软件中心
译会科技研发部<!sp>测试工程师<!sp>4k-8k<!sp>上海<!sp>经验1-3年<!sp>'测试,脚本,自动化'<!sp>2天前<!sp>拉勾网<!sp>'弹性工作'<!sp>'文案能力,领导能力,专业素质良好,团队协作能力'<!sp>上海 - 普陀区 - 长征 - 同普路1225弄13号3楼
光云科技快麦CRM<!sp>测试工程师-CRM<!sp>8k-12k<!sp>杭州<!sp>经验1-3年<!sp>'测试,信息安全,脚本,电商,自动化'<!sp>2天前<!sp>拉勾网<!sp>'晋升空间大,年终红包'<!sp>'逻辑思维能力,设计能力,执行能力,责任心,学习能力,团队协作能力,文案能力,工作激情'<!sp>杭州 - 滨江区 - 江南 - 江南大道588号恒鑫大厦
苏州冠辰研发部<!sp>软件测试<!sp>5k-10k<!sp>苏州<!sp>经验1-3年<!sp>'linux,测试,脚本,自动化'<!sp>2天前<!sp>拉勾网<!sp>'工作弹性'<!sp>'逻辑思维能力,文案能力,执行能力,设计能力'<!sp>苏州 - 工业园区 - 中新 领袖天地
浙江小融网络科技股份有限公司测试中心<!sp>测试主管<!sp>15K-25K<!sp>杭州<!sp>经验5-10年<!sp>'资深,自动化'<!sp>3天前<!sp>拉勾网<!sp>'五险一金下午茶弹性工作年底双薪'<!sp>'团队协作能力,领导能力,逻辑思维能力,执行能力,专业素质良好,抗压能力,责任心,沟通表达能力'<!sp>杭州 - 西湖区 - 古墩路 - 古墩路浙商财富中心3号楼12楼
新移传媒技术部<!sp>测试工程师<!sp>10k-16k<!sp>杭州<!sp>经验3-5年<!sp>'python,测试,信息安全,自动化'<!sp>2018-01-09<!sp>拉勾网<!sp>'央媒平台,福利多多,环境制霸'<!sp>'专业素质良好,逻辑思维能力,设计能力,文案能力,执行能力,常用办公软件的使用,沟通表达能力,团队协作能力,学习能力'<!sp>杭州 - 上城区 - 山南基金小镇白云路28号(杭州陶瓷品市场/八卦田)
个推测试部<!sp>测试工程师<!sp>10k-15k<!sp>杭州<!sp>经验不限<!sp>'企业服务,测试'<!sp>1天前<!sp>拉勾网<!sp>'领导好,扁平管理,咖啡屋,休闲露台'<!sp>'设计能力,钻研能力,逻辑思维能力,沟通表达能力,团队协作能力'<!sp>杭州 - 西湖区 - 古墩路 - 西斗门路福地创业园
汇金智融测试<!sp>中级测试（杭州）<!sp>10k-13k<!sp>杭州<!sp>经验3-5年<!sp>'中级,linux,oracle,测试,Java'<!sp>1天前<!sp>拉勾网<!sp>'加班费,五险一金,年终奖,大平台'<!sp>'良好的职业背景,专业素质良好,领导能力,设计能力,团队协作能力'<!sp>杭州 - 滨江区 - 西兴 - 高新产业大楼
绝策科技研发<!sp>软件测试<!sp>5k-9k<!sp>杭州<!sp>经验1-3年<!sp>'web,测试,app,Java,脚本'<!sp>1天前<!sp>拉勾网<!sp>'弹性工作,带薪休假'<!sp>'逻辑思维能力,文案能力,执行能力,英语基础,沟通表达能力,主动性,责任心,性格好,团队协作能力'<!sp>杭州 - 余杭区 - 仓前 - 文一西路1500号科创中心
宗盛智能技术部<!sp>高级测试工程师<!sp>8k-13k<!sp>杭州<!sp>经验3-5年<!sp>'QA,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'娃哈哈,自动售货机,互联网＋,发展空间大'<!sp>'逻辑思维能力,设计能力,领悟能力,执行能力,责任心,沟通表达能力,学习能力,创新能力,团队协作能力,主动性,思想品质,抗压能力,工作激情'<!sp>杭州 - 余杭区 - 仓前 - 文一西路1338号海创大厦B幢10层
爱可生研发部<!sp>测试工程师<!sp>8k-16k<!sp>上海<!sp>经验3-5年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'新三板,下午茶咖啡,团队旅游,年终奖'<!sp>'执行能力,设计能力,文案能力,抗压能力,钻研能力,专业素质良好,逻辑思维能力,学习能力,沟通表达能力,主动性'<!sp>上海 - 徐汇区 - 漕宝路 - 虹梅路1905号甲楼4层(远中科研楼）
PPTV聚力会员部门<!sp>测试工程师<!sp>12k-16k<!sp>上海<!sp>经验3-5年<!sp>'python,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,弹性工作,医疗补充保险'<!sp>'文案能力,设计能力,逻辑思维能力,专业素质良好,执行能力,主动性,钻研能力,领悟能力,应变能力,团队协作能力'<!sp>上海 - 浦东新区 - 张江 - 碧波路690号4号楼7楼
江苏亿科达技术部<!sp>测试工程师<!sp>8k-15k<!sp>上海<!sp>经验3-5年<!sp>'支付,功能测试,接口,脚本,电商'<!sp>1天前<!sp>拉勾网<!sp>'年终奖,年假,体检旅游'<!sp>''<!sp>上海市 - 静安区 - 闸北公园 - 共和新路1481号
融数科技信息技术部<!sp>测试工程师<!sp>10k-15k<!sp>深圳<!sp>经验3-5年<!sp>'金融,测试,Java,自动化'<!sp>1天前<!sp>拉勾网<!sp>'补充医疗,带薪年假,餐补,年度体检'<!sp>'设计能力,执行能力,专业素质良好,文案能力'<!sp>深圳 - 南山区 - 南油 - 创业投资大厦21层
武汉佰钧成技术有限公司大数据项目组<!sp>测试工程师<!sp>8k-10k<!sp>深圳<!sp>经验1-3年<!sp>'VB,oracle,SQL,Java,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'大数据,BI,数据库,软件测试'<!sp>'专业素质良好'<!sp>深圳 - 龙华新区 - 宝能科技园
果雪科技技术中心<!sp>测试开发工程师<!sp>14k-20k<!sp>上海<!sp>经验1-3年<!sp>'自动化,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'技术大牛,年终奖金,补充医疗,弹性工作'<!sp>'服务意识,设计能力,团队协作能力,主动性,创新能力,文案能力,执行能力,钻研能力,思想品质,学习能力'<!sp>上海 - 闵行区 - 漕宝路 - 宝龙城 T5栋
沃趣科技产品交付中心<!sp>测试工程师<!sp>7k-9k<!sp>杭州<!sp>经验1-3年<!sp>'测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'技术大牛多,新三板,福利多样'<!sp>''<!sp>杭州 - 滨江区 - 江南 - 滨安路1190号智汇中心A座1004室
知坤科技技术部<!sp>测试工程师<!sp>10k-15k<!sp>杭州<!sp>经验3-5年<!sp>'测试,脚本,自动化'<!sp>2天前<!sp>拉勾网<!sp>'有前途'<!sp>'专业素质良好,文案能力,逻辑思维能力,工作激情,沟通表达能力,团队协作能力'<!sp>杭州 - 西湖区 - 三墩 - 池华街332号丰盛九玺尚坤云谷中心513室
Hellobike哈罗单车技术部<!sp>嵌软测试<!sp>10k-20k<!sp>上海<!sp>经验3-5年<!sp>'高级,中级,嵌入式,测试,脚本,自动化'<!sp>2天前<!sp>拉勾网<!sp>'年底双薪'<!sp>'文案能力,执行能力,逻辑思维能力,领悟能力,沟通表达能力,团队协作能力'<!sp>上海 - 闵行区 - 莘庄 - 秀文路898号西子国际1栋5楼
佐助金服技术部<!sp>测试工程师<!sp>18k-25k<!sp>杭州<!sp>经验3-5年<!sp>'高级,支付,功能测试,测试,自动化'<!sp>2天前<!sp>拉勾网<!sp>'待遇好,福利好,环境好,领导nic'<!sp>'逻辑思维能力,设计能力,执行能力,主动性,抗压能力,思想品质,责任心,沟通表达能力,学习能力'<!sp>杭州 - 江干区 - 四季青 - 钱江路1366号华润大厦A座601室
蓝海智能生产部<!sp>测试工程师<!sp>6k-8k<!sp>上海<!sp>经验3-5年<!sp>'硬件制造,半导体,测试,自动化'<!sp>2018-01-02<!sp>拉勾网<!sp>'测试'<!sp>''<!sp>上海 - 金山区 - 吕巷镇荣昌路505号
汇金智融招行测试中心<!sp>软件测试工程师<!sp>7k-13k<!sp>杭州<!sp>经验1-3年<!sp>'初级,linux,oracle,Unix'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,周末双休,项目优质,公司氛围好'<!sp>'良好的职业背景,专业素质良好'<!sp>杭州市 - 滨江区 - 江南 - 信诚路高新产业大楼
铜板街质量管控部<!sp>测试工程师<!sp>8k-16k<!sp>杭州<!sp>经验1-3年<!sp>'金融,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'期权,五险一金,年终奖'<!sp>'服务意识,设计能力,文案能力,执行能力,专业素质良好'<!sp>杭州 - 西湖区 - 文三路 - 文三路华星时代广场A座23层
凤凰金服-互联网金融部<!sp>测试主管<!sp>8k-15k<!sp>佛山<!sp>经验3-5年<!sp>'测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'周末双休,有餐补,有下午茶'<!sp>'设计能力,文案能力,沟通表达能力,团队协作能力,逻辑思维能力'<!sp>佛山 - 顺德区 - 北滘镇碧桂园总部
递易技术部<!sp>软件测试<!sp>8K-15K<!sp>上海<!sp>经验1-3年<!sp>'web,app,硬件,功能测试,性能测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,餐饮补贴,漕河泾,股权激励'<!sp>'文案能力,主动性,设计能力,抗压能力,思想品质,上进心,沟通表达能力,学习能力,团队协作能力'<!sp>上海 - 徐汇区 - 田林 - 田林路398号新业大楼2号楼6层（虹梅路）
贝贝网<!sp>测试工程师<!sp>10k-15k<!sp>杭州<!sp>经验1-3年<!sp>'移动互联网,iOS,移动端,测试,Java'<!sp>1天前<!sp>拉勾网<!sp>'优秀团队,成长机会多'<!sp>'逻辑思维能力,专业素质良好,设计能力,执行能力,主动性,沟通表达能力,学习能力'<!sp>杭州 - 江干区 - 杭州市江干区九盛路9号东方电子商务园12幢贝贝大楼
大搜车上海分部<!sp>测试工程师<!sp>8k-15k<!sp>上海<!sp>经验1-3年<!sp>'linux,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'大平台,发展好'<!sp>'文案能力,主动性,设计能力'<!sp>上海 - 长宁区 - 虹桥 - 虹桥路1386号文广大厦7楼
享换机技术部<!sp>高级测试工程师<!sp>12k-16k<!sp>上海<!sp>经验3-5年<!sp>'测试,Java,自动化'<!sp>1天前<!sp>拉勾网<!sp>'公司发展快,前景广阔,技术大牛,下午茶'<!sp>''<!sp>上海 - 杨浦区 - 五角场 - 政学路51号创智天地企业中心
海拍客研发部<!sp>测试开发工程师<!sp>10k-20k<!sp>杭州<!sp>经验1-3年<!sp>'白盒,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'期权激励,互联网氛围,明星团队,丰富零食库'<!sp>'设计能力,逻辑思维能力,执行能力,专业素质良好,领悟能力,沟通表达能力'<!sp>杭州市市市 - 西湖区 - 西溪 - 杭州市西湖区文二西路808号西溪壹号27号楼3楼
浙江保融<!sp>测试工程师<!sp>8k-15k<!sp>杭州<!sp>经验3-5年<!sp>'高级,中级,SQL,功能测试,性能测试,系统分析'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,周末双休,年终奖金'<!sp>'文案能力,逻辑思维能力,专业素质良好,设计能力,学习能力,抗压能力,责任心,沟通表达能力,团队协作能力'<!sp>杭州 - 西湖区 - 西溪 - 文一西路767号西溪国际E座8楼
上海永利宝研发中心-质量管理部<!sp>测试工程师<!sp>13k-18k<!sp>上海<!sp>经验3-5年<!sp>'金融,移动端,功能测试,Java,测试'<!sp>1天前<!sp>拉勾网<!sp>'老板懂技术,团队氛围好,大牛非常多,学习空间大'<!sp>'领悟能力,专业素质良好,文案能力,执行能力,主动性,逻辑思维能力,沟通表达能力,抗压能力,责任心,上进心,思想品质,学习能力,团队协作能力'<!sp>上海 - 浦东新区 - 康桥 - 上海市浦东新区康桥路1157号（复邦-创智良仓）12栋162室
新移传媒测试部<!sp>高级测试工程师<!sp>8k-15k<!sp>杭州<!sp>经验1-3年<!sp>'媒体,高级,信息安全,Java,测试,脚本'<!sp>1天前<!sp>拉勾网<!sp>'央媒平台,团队给力,项目奖金,环境超棒'<!sp>'专业素质良好,逻辑思维能力,设计能力,文案能力,执行能力,常用办公软件的使用,沟通表达能力,团队协作能力,学习能力'<!sp>杭州 - 上城区 - 南星 - 山南基金小镇白云路28号(杭州陶瓷品市场/八卦田)
连帆科技软件研发中心--开发部<!sp>测试开发工程师<!sp>14k-22k<!sp>杭州<!sp>经验3-5年<!sp>'资深,自动化,测试'<!sp>1天前<!sp>拉勾网<!sp>'扁平化管理,成长空间大,团队优秀'<!sp>'抗压能力,团队协作能力,领悟能力,钻研能力,学习能力,领导能力,沟通表达能力'<!sp>杭州市市市 - 西湖区 - 三墩 - 浙江省杭州市西湖区灯彩街567号华彩国际4幢10层
武汉佰钧成技术有限公司<!sp>软件测试<!sp>5k-10k<!sp>武汉<!sp>经验1-3年<!sp>'软件,Java,Servlet,脚本,自动化,SVN'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,年度体检,节假日福利'<!sp>'文案能力,责任心,沟通表达能力,团队协作能力'<!sp>武汉 - 江夏区 - 未来科技城
PPTV聚力<!sp>测试工程师<!sp>14k-22k<!sp>上海<!sp>经验1年以下<!sp>'高级,大数据,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'公司平台大前景好,有餐补交补'<!sp>'逻辑思维能力,文案能力,设计能力,执行能力,主动性,沟通表达能力'<!sp>上海 - 浦东新区 - 花木 - 陆家嘴软件园
广州液态水技术部<!sp>测试员<!sp>20k-40k<!sp>广州<!sp>经验1-3年<!sp>'高级,中级,测试'<!sp>1天前<!sp>拉勾网<!sp>'待遇好,市中心,出国,交通便利'<!sp>'逻辑思维能力'<!sp>广州 - 天河区 - 天河城 - 天河路242号丰兴广场b座1701(石牌桥b出口)
MAKA技术部<!sp>测试主管<!sp>8k-15k<!sp>广州<!sp>经验1-3年<!sp>'专家,高级,自动化,测试,功能测试,旅游'<!sp>1天前<!sp>拉勾网<!sp>'周末双休,员工旅游,六险一金,带薪年假'<!sp>'团队协作能力'<!sp>广州 - 海珠区 - 新港 - 新港中路397号TIT创意园创意东路八号MAKA
江苏亿科达技术部<!sp>APP测试<!sp>8k-15k<!sp>上海<!sp>经验1-3年<!sp>'即时通讯,初级,QA,移动端,app,产品'<!sp>1天前<!sp>拉勾网<!sp>'旅游体检,五险一金,年终奖'<!sp>'设计能力,沟通表达能力,逻辑思维能力,团队协作能力,钻研能力'<!sp>上海市 - 静安区 - 闸北公园 - 共和新路1481号
武汉佰钧成技术有限公司IT<!sp>3年以上测试工程师<!sp>8k-15k<!sp>天津<!sp>经验3-5年<!sp>'性能测试,安全测试,信息安全,自动化'<!sp>1天前<!sp>拉勾网<!sp>'早九晚六,周末双休,带薪年假,员工宿舍'<!sp>'逻辑思维能力,专业素质良好,设计能力,文案能力,执行能力,领导能力'<!sp>天津 - 滨海新区 - 洞庭北路融汇商务园二区四号楼中国人民银行征信中心
个推质量保障部<!sp>测试工程师<!sp>10k-15k<!sp>杭州<!sp>经验不限<!sp>'企业服务,测试'<!sp>1天前<!sp>拉勾网<!sp>'16-18薪,带薪年假,五险一金,生日Party,餐补'<!sp>'设计能力,钻研能力,逻辑思维能力,沟通表达能力,团队协作能力'<!sp>杭州 - 西湖区 - 古墩路 - 西斗门路福地创业园
海康威视杭州海康威视数字技术股份有限公司<!sp>测试工程师<!sp>10k-15k<!sp>杭州<!sp>经验1-3年<!sp>'Python,测试,性能测试'<!sp>2天前<!sp>拉勾网<!sp>'安防领先,福利待遇优'<!sp>'设计能力,逻辑思维能力,执行能力,团队协作能力,专业素质良好,文案能力'<!sp>杭州 - 滨江区 - 江南 - 阡陌路555号
佐助金服技术开发部<!sp>测试工程师<!sp>10k-20k<!sp>杭州<!sp>经验3-5年<!sp>'中级,支付,Java,测试,电商,自动化'<!sp>2天前<!sp>拉勾网<!sp>'发展迅速,公司气氛好,学习机会多,福利好'<!sp>''<!sp>杭州市 - 江干区 - 四季青 - 钱江路1366号华润大厦A座601室
深圳道乐质量保障部<!sp>广州分公司-测试工程师<!sp>2k-3k<!sp>广州<!sp>经验不限<!sp>'金融,测试,app,功能测试,性能测试,安全测试'<!sp>2天前<!sp>拉勾网<!sp>'周末双休,实习协议,扁平化管理,下午茶'<!sp>'专业素质良好,逻辑思维能力,文案能力,思想品质'<!sp>广州 - 海珠区 - 琶洲 - 新港东路1166号环汇商业广场南塔808
kargocard技术研发<!sp>软件测试<!sp>5k-10k<!sp>上海<!sp>经验1-3年<!sp>'初级,QA,Java,测试,自动化,SVN'<!sp>2天前<!sp>拉勾网<!sp>'领导好,福利好,交通便利,加班少'<!sp>'学习能力,领悟能力,沟通表达能力,团队协作能力'<!sp>上海 - 静安区 - 上海电视台 - 南京西路818号1601室
SonicWALL上海研发中心<!sp>QA测试工程师<!sp>10k-14k<!sp>上海<!sp>经验1-3年<!sp>'python,测试,功能测试,性能测试,自动化'<!sp>2018-01-17<!sp>拉勾网<!sp>'补充公积金+补充医疗+弹性工作制'<!sp>'执行能力,抗压能力,设计能力,常用办公软件的使用,专业素质良好,逻辑思维能力,钻研能力,英语基础,团队协作能力'<!sp>上海 - 杨浦区 - 四平路 - 国泰路11号复旦科技园大厦8楼
缔安工程部<!sp>测试工程师<!sp>5k-8k<!sp>上海<!sp>经验不限<!sp>'QA,测试,自动化'<!sp>2018-01-16<!sp>拉勾网<!sp>'前景好,氛围优,学习机会'<!sp>'逻辑思维能力,专业素质良好,沟通表达能力,文案能力,学习能力'<!sp>上海市 - 静安区 - 南京西路 - 北京西路1399号
人人行(借贷宝)工程效能部<!sp>测试实习生<!sp>4k-5k<!sp>北京<!sp>经验不限<!sp>'web,自动化,白盒,app,Java,测试'<!sp>1天前<!sp>拉勾网<!sp>'导师制度,转正机会,六险一金,福利丰富'<!sp>'执行能力,文案能力,专业素质良好,沟通表达能力,设计能力,主动性,责任心'<!sp>北京 - 朝阳区 - 北苑 - 仰山公园东一门2号楼借贷宝
立木征信研发部<!sp>测试工程师<!sp>8k-15k<!sp>上海<!sp>经验1-3年<!sp>'测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'节日福利,弹性工作,带薪年假,五险一金'<!sp>'专业素质良好,设计能力,文案能力,领悟能力,逻辑思维能力,责任心,沟通表达能力,团队协作能力'<!sp>上海 - 浦东新区 - 陆家嘴 - 商城路303号裙楼2楼
保拍网技术部<!sp>测试工程师<!sp>8k-10k<!sp>上海<!sp>经验3-5年<!sp>'高级,Java,Python,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'专业团队'<!sp>'文案能力,专业素质良好,逻辑思维能力,沟通表达能力,学习能力,思想品质,吃苦耐劳,责任心,职业操守'<!sp>上海 - 浦东新区 - 金桥 - 新金桥路1599号东方万国企业中心
上海钢银测试部<!sp>测试工程师<!sp>8k-12k<!sp>上海<!sp>经验1-3年<!sp>'中级,黑盒,功能测试,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'团队氛围佳,周末双休,五险一金,股权激励'<!sp>'文案能力,执行能力,逻辑思维能力,沟通表达能力,团队协作能力,钻研能力'<!sp>上海 - 宝山区 - 桃浦 - 园丰路68号
阿拉丁信息科技技术部<!sp>软件测试工程师<!sp>6k-10k<!sp>杭州<!sp>经验3-5年<!sp>'高级,中级,测试,app,功能测试,性能测试'<!sp>1天前<!sp>拉勾网<!sp>'周末双休,五险一金,节日福利'<!sp>'文案能力,执行能力,逻辑思维能力,抗压能力'<!sp>杭州 - 滨江区 - 西兴 - 西兴 - 星耀城一期一幢1501
NORMCORE技术部<!sp>软件测试工程师<!sp>8k-12k<!sp>上海<!sp>经验1-3年<!sp>'初级,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'专业培训,职业发展,五险一金'<!sp>''<!sp>上海 - 长宁区 - 天山路 - 天山路1990号910-912单元
上海中软华腾软件系统有限公司<!sp>性能测试<!sp>9k-18k<!sp>上海<!sp>经验5-10年<!sp>'银行,linux,测试,性能测试,安全测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'年底双薪,公积金全额,补充医保'<!sp>'逻辑思维能力,设计能力,文案能力,专业素质良好'<!sp>上海 - 长宁区 - 中山公园 - 中山公园
蓝联科技供应链<!sp>生产测试工程师<!sp>4k-6k<!sp>杭州<!sp>经验1-3年<!sp>'初级,python,linux,测试,硬件,脚本'<!sp>1天前<!sp>拉勾网<!sp>'工作稳定,收入固定,双休'<!sp>'文案能力,逻辑思维能力,创新能力,专业素质良好'<!sp>杭州 - 滨江区 - 西兴 - 西兴街道物联网街451号芯图大厦19楼
泛微总部<!sp>性能测试工程师<!sp>8k-10k<!sp>上海<!sp>经验1-3年<!sp>'自动化,linux,测试'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,免费三餐,员工旅游,生日福利'<!sp>'设计能力,专业素质良好,文案能力,逻辑思维能力,抗压能力,执行能力,常用办公软件的使用,责任心'<!sp>上海市 - 闵行区 - 浦江 - 联航路1188弄浦江智谷33号楼
耕子教育产品技术中心<!sp>测试工程师<!sp>8k-12k<!sp>上海<!sp>经验1-3年<!sp>'移动互联网,自动化,移动端,测试,app'<!sp>1天前<!sp>拉勾网<!sp>'扁平化,90后团队,福利多多'<!sp>'逻辑思维能力,文案能力,执行能力,沟通表达能力,思想品质,主动性,责任心,学习能力,团队协作能力'<!sp>上海 - 徐汇区 - 虹梅路 - 上海市徐汇区田林路130号20号楼
易宝软件科技（南京）有限公司研发部<!sp>软件测试工程师<!sp>7k-14k<!sp>南京<!sp>经验1-3年<!sp>'安卓APP测试,自动化测试'<!sp>1天前<!sp>拉勾网<!sp>'不出差,不外派,五险一金'<!sp>''<!sp>南京 - 雨花台区 - 宁南 - 邦宁科技园
武汉佰钧成技术有限公司研发部<!sp>中级测试工程师<!sp>10k-18k<!sp>佛山<!sp>经验3-5年<!sp>'中级,web,有项目实施经验,集成测试,系统分析,Java'<!sp>1天前<!sp>拉勾网<!sp>'大型企业内部系统,项目长期稳定,氛围好。'<!sp>'逻辑思维能力,文案能力,执行能力,专业素质良好,主动性,责任心,沟通表达能力'<!sp>佛山 - 顺德区 - - 美的大道美的总部大楼
职优你技术研发部<!sp>测试工程师<!sp>7k-14k<!sp>上海<!sp>经验1-3年<!sp>'高级,中级,自动化,测试,白盒,黑盒'<!sp>2天前<!sp>拉勾网<!sp>'技术大牛,公司前景,朝阳行业,发展空间'<!sp>'逻辑思维能力,文案能力,执行能力,专业素质良好,设计能力,责任心'<!sp>上海 - 杨浦区 - 江湾 - 黄兴路2218号合生国际广场办公楼25F01/08
百e国际云创研发中心<!sp>测试工程师<!sp>10k-12k<!sp>杭州<!sp>经验3-5年<!sp>'自动化,移动端,测试,app'<!sp>2天前<!sp>拉勾网<!sp>'六险一金,季奖年奖'<!sp>''<!sp>杭州 - 下沙 - 下沙西站克亚时代广场17楼
Mobvista技术中心<!sp>100145-测试工程师<!sp>15k-25k<!sp>北京<!sp>经验1-3年<!sp>'测试'<!sp>2天前<!sp>拉勾网<!sp>'股票期权,包三餐,福利好,大牛多'<!sp>'执行能力,服务意识,逻辑思维能力,钻研能力,设计能力,文案能力,沟通表达能力,领悟能力,应变能力,团队协作能力'<!sp>北京 - 朝阳区 - 望京金辉大厦31层
讯盟技术部<!sp>测试工程师<!sp>12k-22k<!sp>杭州<!sp>经验3-5年<!sp>'中级,QA,功能测试,测试'<!sp>2天前<!sp>拉勾网<!sp>'技术大牛,五险一金,弹性工作,晋升空间大'<!sp>'逻辑思维能力,设计能力,执行能力,专业素质良好,责任心,沟通表达能力,团队协作能力'<!sp>杭州 - 西湖区 - 西溪 - 西溪壹号27幢411
链家上海研发中心<!sp>测试工程师<!sp>12k-19k<!sp>上海<!sp>经验3-5年<!sp>'测试'<!sp>3天前<!sp>拉勾网<!sp>'大平台,成长空间大'<!sp>'专业素质良好,逻辑思维能力,主动性,责任心'<!sp>上海 - 静安区 - 吴江路 - 南京西路699号东方有线大厦30楼
腾展叮咚（Dingtone）测试部<!sp>中级测试开发工程师<!sp>12k-24k<!sp>杭州<!sp>经验1-3年<!sp>'移动互联网,中级,linux,白盒,Java,测试'<!sp>1天前<!sp>拉勾网<!sp>'全球化产品,海量用户,上市公司,股权激励'<!sp>'逻辑思维能力,服务意识,沟通表达能力,学习能力,团队协作能力,设计能力'<!sp>杭州 - 西湖区 - 文三路 - 万塘路252号计量大厦
